user_id,text,label
1.50E+18,"Online business is the way to go for progressive owners. With @Coopbankenya's Chapa Pay you can easily get online payment and ensure your business is running smoothly. Apply today!
#BankKwaFingertips 
AD https://t.co/6Gh2UvaWrq",Irrelevant
1.50E+18,"Online business is the way to go for progressive owners. With @Coopbankenya's Chapa Pay you can easily get online payment and ensure your business is running smoothly. Apply today!
#BankKwaFingertips 
AD https://t.co/22Ma7HT8HY",Irrelevant
1.50E+18,"@Coopbankenya @theMeruTimes as we speak rthe url isnt active...again, mission impossible...",Negative
1.50E+18,@Coopbankenya  what happening can't access mobile banking service,Negative
1.50E+18,"@Coopbankenya @theMeruTimes I was sent a kink by the bank after seeking your attention with a new password.But after trying it, the kamba guy thought kikamba nikijerumani, i over heard him telling a client app haifanyi kazi we use *667#.. Few minutes after trying and failing, he requested i try it later
1/2",Irrelevant
1.50E+18,Another evening to remind @Coopbankenya I'm still awaiting response to my 8AM DM,Negative
1.50E+18,@Torooti @Coopbankenya Complete mess.,Negative
1.50E+18,@Coopbankenya Nope. Still can't.,Irrelevant
1.50E+18,@Coopbankenya You aren't even being serious!!!!!,Negative
1.50E+18,"@Coopbankenya my *667# is not working, am told to visit the nearest branch, how can this be sorted remotely? I am miles away from the nearest branch, I need my money urgently",Negative
1.50E+18,@Coopbankenya I can’t be able to visit a branch since I’m not in the country.,Negative
1.50E+18,@Coopbankenya check dm,Request
1.50E+18,"@Coopbankenya, it has been 6 days now and we still can’t access our business account through *667# or online banking. Numerous calls to support and nothing coming out of it. How are we supposed to run a business if we can’t pay for expenses! #fixthismess",Negative
1.50E+18,@Coopbankenya i need your assistance.I am un able to login into the new app.what is not happening!!!,Negative
1.50E+18,"@Coopbankenya is this other tweeter handle @_1Coopbankenya  also your account,is it legit? No sure if I should share my details with them.",Inquiry
1.50E+18,"@NyarKosele_ @Coopbankenya Step size: kubwa kubwa
Step direction : away
Departure time: Immediate",Irrelevant
1.50E+18,"@Coopbankenya Specifically with city hall branch.
This is to mean i cannot open any other account at any other branch?",Inquiry
1.50E+18,"@gmmuia1 @Coopbankenya I am also experiencing the same, can't use both ussd, and downloaded new app, but shows register, yet I had done the same.",Negative
1.50E+18,"@Coopbankenya 
https://t.co/lCSO5pxLYC https://t.co/F48bSqKL78",Irrelevant
1.50E+18,"@Coopbankenya This new update has proven to be complicated to navigate. No matter how much you try, you're just locked out",Negative
1.50E+18,"@Coopbankenya Please call back ASAP,
Check your DM.",Request
1.50E+18,@Coopbankenya you're a useless bank!!,Negative
1.50E+18,RT @AkinyiVivien: @Coopbankenya @reginanyabs Yes what's happening to 667,Inquiry
1.50E+18,RT @koome_gregg: @reginanyabs @Coopbankenya @irenewamaru @conrad_jLm Unacceptable!,Negative
1.50E+18,RT @elvoeh: @Coopbankenya @blacc_olili @reginanyabs @Coopbankenya 2hrs at the branch and still no help....your systems aren't working.....😡…,Negative
1.50E+18,"@Coopbankenya 
https://t.co/etJxoTpDte
https://t.co/etJxoTpDte",Irrelevant
1.50E+18,"@Coopbankenya 
https://t.co/etJxoTpDte https://t.co/PqTtjaaKdO",Irrelevant
1.50E+18,@Coopbankenya I cant log in through the new app... I have tried resetting the password to no avail..Kindly reveet back,Negative
1.50E+18,"@Coopbankenya Ensure to have ITIL's ITSM certification as a requirement for this post.

https://t.co/GZylaCxAxb

Thank me later",Irrelevant
1.50E+18,"@Coopbankenya 
https://t.co/lCSO5pxLYC
https://t.co/lCSO5pxLYC",Irrelevant
1.50E+18,"@Coopbankenya 
https://t.co/lCSO5pxLYC https://t.co/WY7o9o52Cb",Irrelevant
1.50E+18,"@Coopbankenya @CarlMaghanga Check your DM, I've texted you guys for 4 days now and you've not replied",Negative
1.50E+18,@Coopbankenya What wrong with my mcop cash account am getting reply that my number doesn't exit and its the same number,Negative
1.50E+18,@Coopbankenya Are you serious with this  ama you advertise when already you have pple already... We just apply tu for formality 🤔,Negative
1.50E+18,@Degrata254 @Coopbankenya kujeni msome comments hapa... other banks will Soon poach your clients,Negative
1.50E+18,@Coopbankenya check your DM,Request
1.50E+18,"@JavanJnr @Coopbankenya So am not the only one experiencing this?
It has cost me a lot of troubles on the last two Christmas celebrations. Masaa ya kulipa bills inafika then boom...'service not available 😂'",Negative
1.50E+18,"@Coopbankenya Mambo iko sawa,shukran.",Positive
1.50E+18,@Coopbankenya what's happening with your mobile app? Both USSD and app are not working.,Negative
1.50E+18,@Coopbankenya @OngereRoy ???????????????????? 🤔,Irrelevant
1.50E+18,"@Pharisee101 @Coopbankenya They need to address this issue, it cost me a plane ticket",Negative
1.50E+18,"@Coopbankenya @manuskii @conrad_jLm Why do you keep sending this silly message and you know the systems are blocked. Nkt
@RobertAlai .help us",Irrelevant
1.50E+18,"@conrad_jLm @Coopbankenya ,is a complete useless entity..
People are lining up at the banking hall like cattle, to withdraw money.
People should withdraw their savings from this bank..
Insensitive bank
Ati give us your account details we DM",Negative
1.50E+18,@Coopbankenya What of a competent guy without a degree?,Inquiry
1.50E+18,@rogutudd @Coopbankenya @StanChartKE Thanks😊,Positive
1.50E+18,Hi @Coopbankenya I am still waiting to you to respond to my DM. Jamani! This new app is not working!!! https://t.co/IfTYqJDCO9,Negative
1.50E+18,@_wambuiwainaina @Coopbankenya Try @StanChartKE,Irrelevant
1.50E+18,RT @KIBankers: .@Coopbankenya posts a 52.8 percent growth in net year earnings with profit hitting Kes16.5 billion from Kes10.8 billion on…,Irrelevant
1.50E+18,@Nyar_Yimbo22 @Coopbankenya @StanbicKE Thanks 😊,Positive
1.50E+18,@Coopbankenya what's wrong with the bank? I can only get access to one account and the other ain't there which means I can't transact,Negative
1.50E+18,"@Coopbankenya customer care, are you there??? Calls go unanswered!",Negative
1.50E+18,@Coopbankenya The app refuses to work and after multiple times of refusing the actual password u input another thinking that the actual one was wrong only for your account to be locked 😒😒😒,Negative
1.50E+18,"@conrad_jLm @Coopbankenya For the sake of your clients, just delete the app.",Negative
1.50E+18,@_wambuiwainaina @Coopbankenya @StanbicKE all the time,Irrelevant
1.50E+18,"RT @TheAbojani: IN THE WEEK
1⃣@StanChartKE profit after-tax grew by 67% in 2021  to Ksh 9b

2⃣Carbacid half-year profit after tax increased…",Irrelevant
1.50E+18,"@conrad_jLm Sasa nitalipaje @Coopbankenya deni Yao.
Thank God😭🤣🤣",Irrelevant
1.50E+18,"RT @TheAbojani: IN THE WEEK
1⃣@StanChartKE profit after-tax grew by 67% in 2021  to Ksh 9b

2⃣Carbacid half-year profit after tax increased…",Irrelevant
1.50E+18,@Coopbankenya @AkinyiVivien Downloaded the app and getting error 'check the email address format',Negative
1.50E+18,What?? Naskia nawewe…@Coopbankenya naona tukihama… https://t.co/EXMF3rKlzh,Negative
1.50E+18,"IN THE WEEK
1⃣@StanChartKE profit after-tax grew by 67% in 2021  to Ksh 9b

2⃣Carbacid half-year profit after tax increased by 71% to Ksh 361m

3⃣@Coopbankenya announced a 52% rise in net income to Ksh 16.5b

4⃣@KCBGroup announced a 74% jump in net profits to Ksh 34.2b",Irrelevant
1.50E+18,@Coopbankenya hi... Kwani what's happening na Mcop ussd codes.... Zinasema my account is locked..,Negative
1.50E+18,@Coopbankenya Why am I still getting this message https://t.co/jpZM50UzhC,Inquiry
1.50E+18,@Coopbankenya My USSD code not working saying PIN SET FAILED CONTACT BANK downloaded the App....trying to login...says Details don't match with what you have 🤔🤔🙆‍♂️🙆‍♂️.....Am far away and unreachable to any Co-oP Bank...check DM and assist....,Request
1.50E+18,@Coopbankenya Kindly check DM,Request
1.50E+18,RT @_wambuiwainaina: Is @Coopbankenya really a bank ama ni sacco? 😡 Charges ziko juu vibaya sana plus iyo upgrade Yao ni ufala tupu😡 itabid…,Negative
1.50E+18,"@Coopbankenya_2 @Khahu_kani Mercy, this is a fake account. Don't fall for it",Irrelevant
1.50E+18,@Coopbankenya @josiocie,Irrelevant
1.50E+18,@Coopbankenya @GideonBiwott3 najua hapa huwezi niangusha mtu wangu🤣🤣,Irrelevant
1.50E+18,"@Coopbankenya Balance from my own account on Phone shouldn't be charged. 
Petty charges all the TIME making mega profits yet % of interest are the worst. 
Go to Facebook or other channels see complaints left right, centre. 
How does my account get a ball 1004.67 cents? Theft",Negative
1.50E+18,@Tolah_tolah @Coopbankenya Scammers those ones nkt,Negative
1.50E+18,@_wambuiwainaina @Coopbankenya Hii upgrade yao ya juzi ni ufala mbaya sana their app is still under maintenance hawajui ata itakuwa up when the charges walai 🤦🏾‍♂️,Negative
1.50E+18,@Lovingson_ @Coopbankenya @StanChartKE Thanks😊,Positive
1.50E+18,@_wambuiwainaina @Coopbankenya @StanChartKE is where its at 👌💯,Irrelevant
1.50E+18,Is @Coopbankenya really a bank ama ni sacco? 😡 Charges ziko juu vibaya sana plus iyo upgrade Yao ni ufala tupu😡 itabidi tuhame.... someone suggest a better bank please 🥺😭,Negative
1.50E+18,@Coopbankenya izi ni gani tena?🤔 https://t.co/17ahFAcBz4,Negative
1.50E+18,"@Coopbankenya
Kindly provide alternative how to access my account online banking. The current one shows only MCoopCash account inquiry with no option to choose like previous.
Thank you.",Request
1.50E+18,@Coopbankenya @irenewamaru @conrad_jLm You change and then you want me to answer questions and when given the right answers your new old ussd refuses to work. Very frustrated.,Negative
1.50E+18,"@Coopbankenya_1 I can tell you for free, your customer service is wanting. As much as there are teething problems with your systems upgrade, mko Chino in sorting the bug issues that lock out your clients from mobile banking services. Should we start a #tag?",Negative
1.50E+18,@Coopbankenya You have ignored by dms in totality.thanks for making life's miserable for us.,Negative
1.50E+18,@conrad_jLm But when you visit one of their @Coopbankenya  branches you get asssisted.I was assisted at Ridgeways Branch by one of their staff called ISAAC in less than 3 minutes i got a message from the phone guided on how to follow the prompt and i was ready to go,Positive
1.50E+18,"Jameni @Coopbankenya i am my mothers only son, sangwenya watanimaliza apa kwa disco.",Irrelevant
1.50E+18,@Coopbankenya @KCBGroup @KeEquityBank @nationalbank @DCI,Irrelevant
1.50E+18,"Hi @Coopbankenya please assist, I am unable to transfer cash from my account to Mpesa, it says there's an error.
Kindly assist, it's urgent!",Negative
1.50E+18,@Coopbankenya When I try to access mobile banking..the information I get is that my phone https://t.co/Tzlpzr5fSJ not found,Negative
1.50E+18,"@Coopbankenya  Still waiting to hear from you, please check your  dm",Request
1.50E+18,"RT @KIBankers: The 5 banks that have reported so far have paid an average 41.5% of their total profits after tax as dividends.

The 5 banks…",Irrelevant
1.50E+18,@Coopbankenya @thieriEngineer The system is asking questions and telling me I got the answers wrong. I can't access my account on 266 and 667.,Negative
1.50E+18,Kenya Power actually responds to DM and actions way faster than @Coopbankenya . Unbelievable!!,Negative
1.50E+18,@Coopbankenya check ur DM,Request
1.50E+18,RT @Coopbankenya: Admin ana swali; ukitoa savings kwa locked account iyo ndo kutoa lock?🤔 https://t.co/Ui1lpJ4oZW,Irrelevant
1.50E+18,"RT @Coopbankenya: Leo Admin hayuko area🤫 Assistant Admin ako hapa, niwasaidiaje leo?🤔 Na msiombe number🤭 https://t.co/ZdghCxPM7I",Irrelevant
1.50E+18,@Coopbankenya Been on hold for about 10 minutes. I thought I had direct access. Check yourselves!,Negative
1.50E+18,The new app requires activation and its not automated. https://t.co/cqxYtBC4nL,Suggestion
1.50E+18,@Nyasirwa @Becky_Nalepo @ArapTilingi @Ascar29_ @Coopbankenya @SassySalssy Asiii!,Irrelevant
1.50E+18,"@Becky_Nalepo @Nyasirwa @ArapTilingi @Ascar29_ @Coopbankenya @SassySalssy Unaingizwa box haraka aje? Kwani uko ""cheap""😂",Irrelevant
1.50E+18,@Coopbankenya Why is your Customer Service not responding to DMs??  Neither queries from whatsApp line ??,Negative
1.50E+18,@Coopbankenya Again I'm being asked to reset mbanking pin and this time it is failing. You seem to have a serious system problem.,Negative
1.50E+18,@Coopbankenya @reginanyabs Mpaka saa hii jameni mna nini?,Negative
1.50E+18,@Coopbankenya @Coopbankenya  why is your 667 deducting money when paying on mpesa even if unsuccessful...how longbdo you take for reversal,Negative
1.50E+18,@Coopbankenya Sure sharing right now,Irrelevant
1.50E+18,@Coopbankenya You're not even picking calls what's with you guys 8 mins waiting to be served just having your bot playing,Negative
1.50E+18,@Coopbankenya Pesa mmerudisha? Tutajuaje?,Inquiry
1.50E+18,@Coopbankenya My mcoopcash app isn't working i try to log in it tells me app under maintainance since last thursday,Negative
1.50E+18,@Coopbankenya Check on your dm,Request
1.50E+18,@Coopbankenya @irenewamaru @conrad_jLm The USSD codes are for changing the password. I just want to access my account,Inquiry
1.50E+18,@Coopbankenya @irenewamaru @conrad_jLm No money lost though @KeEquityBank,Irrelevant
1.50E+18,It's now +10h @Coopbankenya how much for you to check DM,Request
1.50E+18,@Nyasirwa @ArapTilingi @Ascar29_ @Coopbankenya @SassySalssy @mogire_jusper Ooh! Hapo naweza kubali 😂😂,Irrelevant
1.50E+18,@Becky_Nalepo @ArapTilingi @Ascar29_ @Coopbankenya @SassySalssy @mogire_jusper 😂 😂 Ni yeye aliniambia niseme hivyo,Irrelevant
1.50E+18,@ThCharlesPrince @Coopbankenya Aki mimi hii benki sijui nani ananilazimisha nayo. Nimechoshwa!,Negative
1.50E+18,@Nyasirwa @ArapTilingi @Ascar29_ @Coopbankenya @SassySalssy Leo @mogire_jusper ako Innocent. It was you!😂,Irrelevant
1.50E+18,@Coopbankenya @Coopbankenya,Irrelevant
1.50E+18,@Rapemo2 @Coopbankenya https://t.co/M8f3xHfEG0,Irrelevant
1.50E+18,@Coopbankenya A friend,Irrelevant
1.50E+18,@Coopbankenya you’re a scam how can you be having problems everyday😏,Irrelevant
1.50E+18,@Coopbankenya  is Mediocre,Negative
1.50E+18,@airtel_data @Coopbankenya Wewe tuone tu na iyo network iko na issue,Negative
1.50E+18,@wegesawegesa @PhillipMacloud @Coopbankenya 😂😂,Irrelevant
1.50E+18,@_arapKirui @PhillipMacloud @Coopbankenya When did this happen? I'm not aware nilikua nimeokoka!,Irrelevant
1.50E+18,@wegesawegesa @PhillipMacloud @Coopbankenya 😂😂bwana Wegesa hujaokoka tena,Irrelevant
1.50E+18,"All roads in Homabay are heading to Nyatoto primary school on 21st, March,2022 to celebrate this important day.
All are welcome! #InternationaldayofForests
@CsoHomabay 
@HomaBayGovt 
@KeForestService 
@Coopbankenya 
@WorldVisionKE 
@Environment_Ke 
@kwskenya 
@KenyaRedCross https://t.co/0KLtwKtGe4",Irrelevant
1.50E+18,@PhillipMacloud @Coopbankenya @_arapKirui Lock removal is tomorrow. Right now bado ni installation process! 😅 😅,Irrelevant
1.50E+18,@Kenyans Robert Ndung'u has specialised in plagiarising content. This thing called Kenyans just steals content. Its a shame corporates such as @Coopbankenya associate with it. SHAME! @MediaCouncilK @KenyaCopyright,Irrelevant
1.50E+18,RT @Coopbankenya: Tag ule beste yako mwenye akipewa hii breakfast aimalize hawezi kuangusha🤭 https://t.co/ell61xoZTV,Irrelevant
1.50E+18,@Coopbankenya Tupee number walae,Irrelevant
1.50E+18,"@Coopbankenya Chapa Pay eCommerce platform is payment card industry – data security standard (PCI-DSS) compliant ensuring safety and security of customer card details #BankKwaFingertips 
https://t.co/cLLPudsshL https://t.co/oCtEOi5S7o",Irrelevant
1.50E+18,@Coopbankenya C tukupe zetu nmbr,Irrelevant
1.50E+18,@Coopbankenya check DM,Request
1.50E+18,@Coopbankenya 🙄🙄🙄,Irrelevant
1.50E+18,RT @Coopbankenya: Tag ule beste yako mwenye akipewa hii breakfast aimalize hawezi kuangusha🤭 https://t.co/ell61xoZTV,Irrelevant
1.50E+18,@Coopbankenya did you refund the amounts you deducted from customers? Or you're delaying so that we forget? Will we get interest on it? Update ASAP!,Inquiry
1.50E+18,@Coopbankenya_1 0745949626,Irrelevant
1.50E+18,"@Coopbankenya Dear EUNICE MAINA, you have sent Ksh. 60000.0 to STEPHEN KIROCHI JOHN 01192******000 
 
Money is yet to reflect in my account???",Inquiry
1.50E+18,@Coopbankenya 🤣🤣,Irrelevant
1.50E+18,RT @Coopbankenya: Weekend imeisha haraka aje?😄Mimi kama Admin naskia nikama tumecheswo!🤭 https://t.co/m8a0lOOILw,Irrelevant
1.50E+18,RT @Coopbankenya: Weekend imeisha haraka aje?😄Mimi kama Admin naskia nikama tumecheswo!🤭 https://t.co/m8a0lOOILw,Irrelevant
1.50E+18,@Coopbankenya Weekend ikae Sana itumalizie pesa? Kasonge,Irrelevant
1.50E+18,"RT @MwangoCapital: 1. Banks’ Earnings Ahead

- Standard Chartered [@StanChartKE] will release its results tomorrow.

- Absa [@AbsaKenya], E…",Irrelevant
1.50E+18,Weekend imeisha haraka aje?😄Mimi kama Admin naskia nikama tumecheswo!🤭 https://t.co/m8a0lOOILw,Irrelevant
1.50E+18,@Coopbankenya Sisemi kitu,Irrelevant
1.50E+18,"RT @MwangoCapital: 1. Banks’ Earnings Ahead

- Standard Chartered [@StanChartKE] will release its results tomorrow.

- Absa [@AbsaKenya], E…",Irrelevant
1.50E+18,@charoville @Coopbankenya Mpesa was down since midnight,Negative
1.50E+18,"RT @MwangoCapital: 1. Banks’ Earnings Ahead

- Standard Chartered [@StanChartKE] will release its results tomorrow.

- Absa [@AbsaKenya], E…",Irrelevant
1.50E+18,@Coopbankenya So tangu Tuesday hamjaona DM yangu,Negative
1.50E+18,@Coopbankenya Done,Irrelevant
1.50E+18,@Coopbankenya Been trying to Paybill since last night but not successful.... Why is this so.?,Negative
1.50E+18,@Prokawas @Coopbankenya  niko apa😂😂,Negative
1.50E+18,"1. Banks’ Earnings Ahead

- Standard Chartered [@StanChartKE] will release its results tomorrow.

- Absa [@AbsaKenya], Equity [@KeEquityBank], KCB [@KCBGroup], and Cooperative [@Coopbankenya] slated to release their annual results mid this week. https://t.co/hoV4VDnVkW",Irrelevant
1.50E+18,@Coopbankenya @QilwakeBram kikombe utaona ni hii apa😂ju hio ya Kenya Cup kidogo imekupiga chenga,Irrelevant
1.50E+18,"@Coopbankenya Yeah, I got it yesterday",Irrelevant
1.50E+18,@gatuhangugi 🤭greatness https://t.co/spcWsHI74l,Irrelevant
1.50E+18,@Coopbankenya Kindly reply my dm,Request
1.50E+18,@Coopbankenya 😂😂😂,Irrelevant
1.50E+18,@Coopbankenya I heard that you reviewed the charges of transferring money from Mpesa to a coop bank account. How much am I charged in new charges to transfer Ksh. 2000?,Inquiry
1.50E+18,RT @maliks_88: Would have tagged my 5 friends who are your Tellers but they are never there....,Irrelevant
1.50E+18,@ne3mo__  you up?😂😂😂 https://t.co/dVat3G8BjQ,Irrelevant
1.50E+18,@Coopbankenya I cant remember the answers to the secret questions i had chosen how can i be helped,Inquiry
1.50E+18,@Cofek_Africa @SafaricomPLC @PeterNdegwa_ @Coopbankenya @Safaricom_Care @CBKKenya @CAK_Kenya https://t.co/MuWMVsJDNw,Irrelevant
